,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3117,53850904,https://www.airbnb.com/rooms/53850904,20240917031253,2024-09-17,city scrape,Lincoln Park Home with Private Rooftop!,"Penthouse home with private rooftop deck on tree-lined Wayne Ave in Lincoln Park. Walk up the interior staircase to your full private rooftop deck which includes a pergola covered dining room and living area. Steps away you enjoy the patios or indoor dining at Avli, Love Street cocktail bar, and Southport restaurants/bars.  Perfect for visiting DePaul families or anyone looking to enjoy a weekend getaway in the historic Lincoln Park neighborhood!",,https://a0.muscache.com/pictures/miso/Hosting-53850904/original/f5df5173-58d5-42c9-b9f3-238681d1e67f.jpeg,306615867,https://www.airbnb.com/users/show/306615867,Steve,2019-11-03,"Chicago, IL",,within a day,100%,27%,f,https://a0.muscache.com/im/pictures/user/958649e1-472f-4d9e-8078-6bf5f10e962f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/958649e1-472f-4d9e-8078-6bf5f10e962f.jpg?aki_policy=profile_x_medium,Lincoln Park,1,1,['phone'],t,t,,Lincoln Park,,41.92821427618773,-87.66345542902475,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Exercise equipment"", ""Fire pit"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Lockbox"", ""Outdoor dining area"", ""Washer"", ""Hair dryer"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Indoor fireplace"", ""Kitchen""]",$649.00,32,1125,2,32,1125,1125,31.3,1125.0,,t,13,43,73,253,2024-09-17,11,6,1,2023-06-13,2024-08-20,5.0,4.82,4.82,4.91,5.0,4.91,4.91,R24000116184,f,1,1,0,0,0.71
3146,54014286,https://www.airbnb.com/rooms/54014286,20240917031253,2024-09-17,city scrape,Lovely one bedroom condo River north,Keep it simple at this peaceful and centrally-located place.,,https://a0.muscache.com/pictures/b82136a8-fc12-4601-a319-ce1905a52d32.jpg,124547116,https://www.airbnb.com/users/show/124547116,Devon,2017-04-06,"Naperville, IL",,within a day,50%,66%,f,https://a0.muscache.com/im/pictures/user/1f6c510e-de26-41bd-8ae4-ab3d09d463db.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f6c510e-de26-41bd-8ae4-ab3d09d463db.jpg?aki_policy=profile_x_medium,Naperville Park District,5,12,"['email', 'phone']",t,t,,Near North Side,,41.89427,-87.6294,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Exercise equipment"", ""Shampoo"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Bathtub"", ""TV"", ""Central air conditioning"", ""Washer"", ""Private gym in building"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""City skyline view"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Safe"", ""Kitchen"", ""Cooking basics"", ""Microwave""]",$175.00,32,365,32,32,365,365,32.0,365.0,,t,20,50,80,80,2024-09-17,22,10,2,2022-01-11,2024-09-02,4.27,3.91,4.86,4.27,3.91,4.86,4.5,R18000025266,f,2,2,0,0,0.67
3180,54155217,https://www.airbnb.com/rooms/54155217,20240917031253,2024-09-17,city scrape,1 bedroom in the heart of downtown Chicago.,"Friendly, responsive environment in the heart of downtown Chicago with many great amenities, including a beautiful rooftop grill and pool. Fully furnished 1 bedroom!",,https://a0.muscache.com/pictures/b82136a8-fc12-4601-a319-ce1905a52d32.jpg,124547116,https://www.airbnb.com/users/show/124547116,Devon,2017-04-06,"Naperville, IL",,within a day,50%,66%,f,https://a0.muscache.com/im/pictures/user/1f6c510e-de26-41bd-8ae4-ab3d09d463db.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f6c510e-de26-41bd-8ae4-ab3d09d463db.jpg?aki_policy=profile_x_medium,Naperville Park District,5,12,"['email', 'phone']",t,t,,Near North Side,,41.89589,-87.6279,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Exercise equipment"", ""Shampoo"", ""Gym"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Washer"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Safe"", ""Kitchen"", ""Cooking basics"", ""Microwave""]",$175.00,32,365,32,32,365,365,32.0,365.0,,t,20,50,80,80,2024-09-17,33,12,1,2022-02-14,2024-08-25,4.67,4.61,4.94,4.42,4.09,4.82,4.73,R22000082347,f,2,2,0,0,1.05
3188,54177165,https://www.airbnb.com/rooms/54177165,20240917031253,2024-09-17,city scrape,"lovely & cozy vintage two bedroom,  🐾 friendly apt","Comfy & cozy, 2nd floor apartment located in a beautiful & safe neighborhood on chicago’s NW side. Dog friendly,  fenced back yard for pups (& humans!) to enjoy - seasonal garden & fire pit. Less than a 10 minute drive from ohare - 1 mile (20 min walk) from blue line cta or a 10 min walk to Norwood Park metra train station. Lots of *amazing* restaurants & local pubs within walking distance or a short drive. Perfect place for long term guests or a weekend escape - looking forward to hosting you!","Wonderful and safe neighborhood - everyone is very neighborly and keeps an eye out on each other! Walking distance (3-8 min walks) to good restaurants, bars, library, coffee shop and thrift store!",https://a0.muscache.com/pictures/c4801a4c-be7c-49b5-a113-6376d654e819.jpg,28892525,https://www.airbnb.com/users/show/28892525,Jennifer,2015-03-06,"Chicago, IL",,within a day,90%,67%,f,https://a0.muscache.com/im/pictures/user/bdbd1f92-6d5d-403e-996f-3e12feb71374.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bdbd1f92-6d5d-403e-996f-3e12feb71374.jpg?aki_policy=profile_x_medium,Norwood Park,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Norwood Park,,41.99144,-87.79076,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Refrigerator"", ""Radiant heating"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Smart lock"", ""Fire pit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""HDTV with Disney+, Hulu, Netflix"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""Coffee maker: drip coffee maker, french press, pour-over coffee"", ""Bathtub"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water kettle"", ""Body soap"", ""Books and reading material"", ""Conditioner"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Toaster"", ""Window AC unit"", ""Shared patio or balcony"", ""Smoke alarm"", ""Gas stove"", ""Free street parking"", ""Board games"", ""Clothing storage: closet and dresser"", ""Portable heater"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",$138.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,19,43,73,348,2024-09-17,40,14,2,2022-02-12,2024-09-02,4.95,4.95,4.93,4.98,5.0,4.93,4.88,R22000076617,f,2,2,0,0,1.26
3260,552947036904987386,https://www.airbnb.com/rooms/552947036904987386,20240917031253,2024-09-17,city scrape,The Wicker Loft,"This cozy loft bedroom is in my gorgeous 3 story coach house located in the heart of Wicker Park.  Complete with a queen-size bed, large dresser, work station and double swing doors overlooking the living room. Access to your own price bathroom with shower/tub combo. Enjoy your favorite shows and movies on the large 75' smart tv with Netflix, Hulu, Amazon, and Disney plus and YouTube TV.  Walking distance to  transit as well as the finest restaurants, bars and music venues in Chicago.￼","Located in the heart of Wicker Park, this historic coach house is within walking distance to some.of the best restaurants, shopping, and music venues the city has to offer.  Plenty of nearby public transit nearby to explore Chicago.",https://a0.muscache.com/pictures/13438c4f-b645-4ade-a6b7-16317f403931.jpg,443144213,https://www.airbnb.com/users/show/443144213,Austin,2022-02-01,,"I own a General Contracting company in Chicago and most of my time is spent growing the company. In my spare time I like to hike, go on trips and produce music. I am very laid back and very easy going!",within a day,83%,67%,t,https://a0.muscache.com/im/pictures/user/b094eaeb-9287-483e-addd-525f0f27bbc9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b094eaeb-9287-483e-addd-525f0f27bbc9.jpg?aki_policy=profile_x_medium,West Town,2,2,['phone'],t,t,Neighborhood highlights,West Town,,41.90618,-87.67867,Private room in loft,Private room,1,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""First aid kit"", ""Fast wifi \u2013 277 Mbps"", ""Self check-in"", ""Pets allowed"", ""Heating"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Lockbox"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku"", ""Free dryer \u2013 In building"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Host greets you"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Shared patio or balcony""]",$45.00,32,180,32,32,180,180,32.0,180.0,,t,2,32,62,62,2024-09-17,7,5,0,2022-04-11,2024-07-28,4.86,5.0,4.86,5.0,5.0,5.0,4.86,R22000093387,f,2,0,2,0,0.24
3272,555257828555337946,https://www.airbnb.com/rooms/555257828555337946,20240917031253,2024-09-17,city scrape,Apartment in Chicago (2nd floor),A Historic Chicago Duplex Apartment!,,https://a0.muscache.com/pictures/hosting/Hosting-555257828555337946/original/95c25059-5dc2-456f-aff6-b3ee3f4ead36.jpeg,95709876,https://www.airbnb.com/users/show/95709876,Earl,2016-09-18,"Chicago, IL",,within a day,100%,59%,t,https://a0.muscache.com/im/pictures/user/eb9b754a-d72d-42a8-b7d2-e25121696dac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb9b754a-d72d-42a8-b7d2-e25121696dac.jpg?aki_policy=profile_x_medium,Auburn Gresham,1,1,"['email', 'phone']",t,t,,Auburn Gresham,,41.74808,-87.66314,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Stove"", ""Exterior security cameras on property"", ""Dining table"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Outdoor furniture"", ""Lockbox"", ""Central air conditioning"", ""Clothing storage: closet"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""50 inch HDTV with Roku"", ""Microwave"", ""Hot water""]",$128.00,1,365,2,2,365,365,2.0,365.0,,t,11,39,69,342,2024-09-17,45,20,3,2022-07-04,2024-09-08,4.87,4.98,4.87,4.93,5.0,4.58,4.8,R23000099815,f,1,1,0,0,1.67
3358,572478943867267168,https://www.airbnb.com/rooms/572478943867267168,20240917031253,2024-09-17,city scrape,Mayfair / North Park University / Albany Park,"Nice size 1 bedroom with queen size bed, bd/room Fits two ppl comfortably. Access to the Back balcony Area, living room, dining area, washer/dryer, modern kitchen & guests have their own private bathroom. The condo is only 5 mins to North Park University, short trip to Lincoln Square restaurants/bars, few blocks to Blue line public transportation, 4.5 miles to the lake. The Brown Line train is right down the street, the 81 CTA bus will take you right to the Brown train. More (?) DM me first.","Peaceful area of Chicago, IL., Off the 90/94 highways, only 15-25 mins from O'Hare Airport via Car or Train, Close to City Downtown Loop Chicago 15-25 mins or so, a short trip in either direction, Safe neighborhood., Great local places to get food and shop while here something within walking distance.",https://a0.muscache.com/pictures/9fd19fcb-4c18-40d3-9c3a-cfb6dd7cfcfd.jpg,447270257,https://www.airbnb.com/users/show/447270257,Darren,2022-02-28,"Chicago, IL","I am a very happy go lucky type of guy, who is always positive and looks for the best in others, nothing gets to me, and I see the best in almost everything I do. I consider myself to be funny at times but do have a serious side to me when it comes to my work life. I'm here looking for ppl to share/rent out my home and enjoy staying here for a month or longer. ",within a day,75%,0%,f,https://a0.muscache.com/im/pictures/user/4218bfa4-0add-4fa1-a668-465874c9be18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4218bfa4-0add-4fa1-a668-465874c9be18.jpg?aki_policy=profile_x_medium,Irving Park,2,2,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Irving Park,,41.968033,-87.742508,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,"[""BBQ grill"", ""First aid kit"", ""Stainless steel oven"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Babysitter recommendations"", ""Clothing storage: walk-in closet and closet"", ""Lock on bedroom door"", ""Ethernet connection"", ""Dining table"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Paid parking lot on premises \u2013 1 space"", ""Rice maker"", ""Hot water kettle"", ""Outdoor dining area"", ""Shared space, you will have a few shelves to store your food/drinks. refrigerator"", ""Fast wifi \u2013 112 Mbps"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Baby safety gates"", ""Fire extinguisher"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Host greets you"", ""Freezer"", ""Baking sheet"", ""Coffee maker: french press"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace: gas"", ""I only ask that you clean up afterwards. Don\u2019t leave a mess after using stove or oven.  stainless steel gas stove"", ""Microwave"", ""Hot water""]",$75.00,32,365,32,32,365,365,32.0,365.0,,t,30,32,32,32,2024-09-17,0,0,0,,,,,,,,,,,f,2,0,2,0,
3383,579265550163905456,https://www.airbnb.com/rooms/579265550163905456,20240917031253,2024-09-17,city scrape,The Cornell | South Shore 3BR Condo |  Sleeps 8,"All stays include a complimentary Uber giftcard! <br /><br />Welcome to The Cornell, a newly designed art gallery experience.  The Cornell was designed to capture the heart and soul of Chicago's South Shore with original artwork and timeless pieces. <br /><br />Explore the artworks of The Cornell's wide-ranging collection from local artists.<br /><br />- 10 min away from Hyde Park<br />- 20 min away from Downtown<br />- Sleeps up to 12 guests (1 king bed, 1 queen bed, 2 twin beds, 1 queen air mattress)","The community benefits from its location along the waterfront, its accessibility to Lake Shore Drive, and its proximity to major institutions and attractions such as the University of Chicago, the Museum of Science and Industry, and Jackson Park.",https://a0.muscache.com/pictures/81684bcb-4095-4590-b150-29bdc4bd7cf9.jpg,122823566,https://www.airbnb.com/users/show/122823566,Frantz,2017-03-27,"Evanston, IL",,within a day,100%,88%,t,https://a0.muscache.com/im/pictures/user/b6656d8f-2233-462c-8685-7965b12a441b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b6656d8f-2233-462c-8685-7965b12a441b.jpg?aki_policy=profile_x_medium,South Shore,1,2,['phone'],t,t,Neighborhood highlights,South Shore,,41.75335,-87.58399,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,4.0,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Washer"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Gas stove"", ""Free street parking"", ""Kitchen"", ""Cooking basics"", ""Clothing storage: walk-in closet and closet"", ""Hot water""]",$129.00,2,365,2,2,365,365,2.0,365.0,,t,8,29,59,327,2024-09-17,48,24,3,2022-04-03,2024-09-02,4.73,4.77,4.83,4.94,4.9,4.4,4.75,R23000100562,f,1,1,0,0,1.6
3385,579606258906138547,https://www.airbnb.com/rooms/579606258906138547,20240917031253,2024-09-17,city scrape,Lovely 2 bedroom apartment in Portage park.,"Keep it simple at this peaceful and centrally-located place near downtown and ohare airport in Portage park location. This renovated but still original, 2 bedroom apartment is close to Chicago's Hottest and Hippest neighborhoods (Wicker Park/Bucktown/logan square) with everything you need or want within a short walk - Transportation(Blue Line Train) or drive.","Our location is a is family friendly  neighborhood called PortagePark, near fine dining restaurants, and shopping centers.",https://a0.muscache.com/pictures/c9e6ea7e-2871-4640-aea6-d3df9efa6949.jpg,448924033,https://www.airbnb.com/users/show/448924033,Flerida,2022-03-10,"Chicago, IL",,within a day,100%,92%,t,https://a0.muscache.com/im/pictures/user/40362172-a8ae-45a1-94d7-0fa74ecfa918.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/40362172-a8ae-45a1-94d7-0fa74ecfa918.jpg?aki_policy=profile_x_medium,Portage Park,1,1,['phone'],t,t,Neighborhood highlights,Portage Park,,41.95127,-87.75155,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Radiant heating"", ""Self check-in"", ""Wifi"", ""Exterior security cameras on property"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Stainless steel gas stove"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$135.00,1,1125,2,2,1125,1125,2.0,1125.0,,t,18,48,78,353,2024-09-17,37,11,0,2022-05-01,2024-08-05,4.81,4.78,4.92,4.95,4.95,4.76,4.76,R23000102300,f,1,1,0,0,1.27
3393,580496627944996421,https://www.airbnb.com/rooms/580496627944996421,20240917031253,2024-09-17,city scrape,"Sleek, comfortable 2 bed/2bath in Ukranian Village","FULLY FURNISHED ~ <br /><br />Sleek, comfortable 2 bed/2bath apartment is available for rent from September 15th for 1.5 months. The unit has in-unit washer and dryer, dishwasher, fireplace and is situated in Ukrainian village. The second bedroom is set up as office with monitors, office chair and comfy sleeper sofa. <br />Dark matter coffee shop and grocery store are located next door in addition to abundant choices of restaurants and places of interest such as gyms, yoga studios, art galleries, spas, CVS.",Ukranian Village,https://a0.muscache.com/pictures/44b883e5-e9d8-4ffe-9a1e-df6e39a75f22.jpg,50222850,https://www.airbnb.com/users/show/50222850,Tanya,2015-11-30,"Chicago, IL",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/17fb7b41-c286-4a73-b7d7-8efd823c94e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/17fb7b41-c286-4a73-b7d7-8efd823c94e2.jpg?aki_policy=profile_x_medium,West Town,1,2,"['email', 'phone']",t,t,Neighborhood highlights,West Town,,41.89587,-87.68621,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""BBQ grill"", ""Wifi"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Fire pit"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Patio or balcony"", ""Central air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Outdoor dining area"", ""Washer"", ""Dishes and silverware"", ""Bed linens"", ""Iron"", ""Mini fridge"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Coffee maker: french press, Nespresso"", ""Toaster"", ""Smoke alarm"", ""Bosch stainless steel gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Blender"", ""Bosch refrigerator"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave""]",$95.00,32,44,32,32,44,44,32.0,44.0,,t,27,51,51,51,2024-09-17,0,0,0,,,,,,,,,,,f,1,1,0,0,
3438,590579464403439607,https://www.airbnb.com/rooms/590579464403439607,20240917031253,2024-09-17,city scrape,The Wilson Club,"Kick back and relax in this calm, stylish space.",Atmosphere and features of the community is to die for! It’s a growing community. Truman college is cross street. Your local markets are walking distance and the beach is a five min walk!,https://a0.muscache.com/pictures/8a86895f-44a7-468b-b7a5-693c2fd16f42.jpg,451250349,https://www.airbnb.com/users/show/451250349,Jquail,2022-03-25,,,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/43bd8d1b-5ead-4c62-8377-95333e2f3b9d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/43bd8d1b-5ead-4c62-8377-95333e2f3b9d.jpg?aki_policy=profile_x_medium,Uptown,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,,41.96589,-87.65756,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""BBQ grill"", ""Stainless steel oven"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dining table"", ""Lake access"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Long term stays allowed"", ""Central air conditioning"", ""Pool table"", ""Elevator"", ""65 inch HDTV with Amazon Prime Video, Disney+, Apple TV, HBO Max, Hulu, Netflix"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""City skyline view"", ""Luggage dropoff allowed"", ""Waterfront"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Outdoor shower"", ""Shared patio or balcony"", ""Smoke alarm"", ""Trash compactor"", ""Free street parking"", ""Stainless steel stove"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Baking sheet"", ""Shared beach access"", ""Kitchen"", ""Cooking basics"", ""Microwave""]",$200.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,30,60,90,180,2024-09-17,0,0,0,,,,,,,,,,,f,1,1,0,0,
3491,599542221242810329,https://www.airbnb.com/rooms/599542221242810329,20240917031253,2024-09-17,city scrape,Junction Grove Inn -Spacious Boutique Two Bedroom,"Welcome to the Function Grove Inn!<br /><br />This spacious, newly renovated two bedroom is  situated in a quiet residential area- just two blocks from the 94/Dan Ryan Expressway and ten minutes from downtown and the  Loop. Unit features unique art, designer furniture and functional home amenities.  Extra large bathroom has imported, black marble walls.  Extra large kitchen comfortable seats up to six people.<br /><br />Laundry room in unit.<br /><br />Roku Tv's:  kitchen, Livingroom and bedrooms. Security Camera in lobby.",Quiet residential block<br /><br />Yale-Harvard Community,https://a0.muscache.com/pictures/miso/Hosting-599542221242810329/original/639dd687-56cf-43f9-885b-06743797d60b.jpeg,256888705,https://www.airbnb.com/users/show/256888705,Jennipher,2019-04-19,"Chicago, IL",,within a day,67%,57%,f,https://a0.muscache.com/im/pictures/user/26fce4a8-20f3-4729-96c6-988a57e1d6e1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26fce4a8-20f3-4729-96c6-988a57e1d6e1.jpg?aki_policy=profile_x_medium,Englewood,2,4,"['email', 'phone']",t,t,Neighborhood highlights,Englewood,,41.77335,-87.63179,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Refrigerator"", ""Smoke alarm"", ""First aid kit"", ""Coffee maker"", ""Free parking on premises"", ""Portable air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Dryer"", ""Exterior security cameras on property"", ""Kitchen"", ""50 inch HDTV with Roku"", ""Carbon monoxide alarm"", ""Washer""]",$100.00,32,365,32,32,365,365,32.0,365.0,,t,0,0,16,116,2024-09-17,2,0,0,2022-05-22,2022-05-30,4.5,4.5,4.0,5.0,5.0,4.0,4.5,R21000060738,f,2,2,0,0,0.07
